OriginalReferenceCode,StandardReferenceCode,AcquisitionType,ReferenceType,OrgCitation,Title,Authors,PublicationDate,Version,OriginalLanguage,ISBN,FirstEditionDate,EditionNumber,NumberofPages,BookTitle,Editors,LongJournalName,AbbreviatedJournalName,ISSN,Volume,Issue,Pages,SeriesName,SeriesNumber,ReportTitle,FileFormat,WWW,DOI,PublicationMedium,OperatingSystem,Validfrom,Remarks,DateOfGeneration,GeneratedBy,DateOfUpdate,UpdatedBy,Citation
1055,,E,E,,,,1987-01-01 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,Niðurstaða fengin með útreikningum út frá uppskriftum.,,,2010-03-09 03:03:44.0,,Niðurstaða fengin með útreikningum út frá uppskriftum.
1266,,C,R,"Fjölrit Rannsóknastofnunar fiskiðnaðarins, 1. rit.",Histamín í fiskafurðum,Magnús Már Kristinsson og Alda Möller,1981-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Magnús Már Kristinsson og Alda Möller, 1981. Histamín í fiskafurðum. Fjölrit Rannsóknastofnunar fiskiðnaðarins, 1. rit."
1228,,C,AJ,Ægir 64: 320-321.,Efnagreining og bragðprófun á gulllaxi og sléttalanghala.,Erla Salómonsdóttir,1971-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Erla Salómonsdóttir, 1971. Efnagreining og bragðprófun á gulllaxi og sléttalanghala. Ægir 64: 320-321."
1112,,D,R,Fylgirit Árbókar Háskóla Íslands 1954-1955.,C - vítamínrannsóknir.,Júlíus Sigurjónsson,1957-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Júlíus Sigurjónsson, 1957. C - vítamínrannsóknir. Fylgirit Árbókar Háskóla Íslands 1954-1955."
1849,,F,WW,,Sjømatdata,NIFES,2010-01-01 00:00:00.0,,no,,,,,,,,,,,,,,,,,,,,,,Norsk gögn frá NIFES birt á Netinu.,2010-03-28 13:50:59.443,,2010-03-28 02:08:30.0,,"NIFES, Nasjonalt institutt for ernærings- og sjømatforskning. Sjømatdata. Gögn birt á netinu. www.nifes.no."
1202,,C,AR,"Ársrit Fiskifélags Íslands 1944-1946, bls. 3-4. Ísoldarprentsmiðja, Reykjavík.",Um rannsókn á þorsksviljum.,Þórður Þorbjarnarson og Hörður Jónsson,1947-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Þórður Þorbjarnarson og Hörður Jónsson, 1947. Um rannsókn á þorsksviljum. Ársrit Fiskifélags Íslands 1944-1946, bls. 3-4. Ísoldarprentsmiðja, Reykjavík."
1624,,L,P,,,,2000-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,Nói-Síríus hf.,,,2010-03-09 04:35:23.0,,Nói-Síríus hf.
1227,,C,R,Rannsóknastofnun fiskiðnaðarins,Ársskýrsla 1971.,Rannsóknastofnun fiskiðnaðarins,1972-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rannsóknastofnun fiskiðnaðarins, 1972. Ársskýrsla 1971."
1905,,C,R,NOAA Technical Report NMFS 54. US Department of Commerce.,Proximate and fatty acid composition of 40 southeastern U.S. finfish species.,"Gooch, J.A., M.B. Hale, T. Brown, et al.",1987-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gooch, J.A., M.B. Hale, T. Brown, et al., 1987. Proximate and fatty acid composition of 40 southeastern U.S. finfish species. NOAA Technical Report NMFS 54. US Department of Commerce."
1405,,C,AR,Ráðunautafundur. Búnaðarfélag Íslands og Rannsóknastofnun landbúnaðarins.,Áhrif haustbeitar á gæði dilkafalla.,"Guðjón Þorkelsson, Stefán Aðalsteinsson, Jón Óttar Ragnarsson og Hannes Hafsteinsson",1979-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guðjón Þorkelsson, Stefán Aðalsteinsson, Jón Óttar Ragnarsson og Hannes Hafsteinsson, 1979. Áhrif haustbeitar á gæði dilkafalla. Fjölrit frá ráðunautafundi. Búnaðarfélag Íslands og Rannsóknastofnun landbúnaðarins."
1832,,F,B,"The Royal Society of Chemistry & Ministry of Agriculture, Fisheries and Food.",Vegetable Dishes. The second Supplement to McCance and Widdowson’s The Composition of Foods (5th Edition).,"Holland, B., A.A. Welch & D.H. Buss",1992-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holland, B., A.A. Welch & D.H. Buss, 1992. Vegetable Dishes. The second Supplement to McCance and Widdowson’s The Composition of Foods (5th Edition). The Royal Society of Chemistry & Ministry of Agriculture, Fisheries and Food."
1265,,C,R,Rannsóknastofnun fiskiðnaðarins. Skýrsla.,Ársskýrsla 1981,Rannsóknastofnun fiskiðnaðarins,1982-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rannsóknastofnun fiskiðnaðarins, 1982. Ársskýrsla 1981."
1313,,C,R,"Skýrsla Matís 40-08, 90 s.",Íslenskt bygg til matvælaframleiðslu,"Ólafur Reykdal, Jónatan Hermannsson, Þórdís Anna Kristjánsdóttir, Jón Óskar Jónsson, Aðalheiður Ólafsdóttir, Emilía Martinsdóttir, Birgitta Vilhjálmsdóttir, Guðmundur Mar Magnússons",2008-12-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,2010-03-09 16:46:25.893,,2011-05-20 01:12:38.0,,"Ólafur Reykdal, Jónatan Hermannsson, Þórdís Anna Kristjánsdóttir, Jón Óskar Jónsson, Aðalheiður Ólafsdóttir, Emilía Martinsdóttir, Birgitta Vilhjálmsdóttir, Guðmundur Mar Magnússon, 2008. Íslenskt bygg til matvælaframleiðslu. Skýrsla Matís 40-08, 90 s."
1314,,C,R,Skýrsla Matís 24-09,Mengunarvöktun í lífríki sjávar við Ísland 2007 og 2008. Monitoring of the marine biosphere around Iceland 2007 and 2008.,"Hrönn Ólína Jösrundsdóttir, Sasan Rabieh, Hulda Soffía Jónsdóttir, Þuríður Ragnarsdóttir, Helga Gunnlaugsdóttir",2009-08-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,2009-09-07 12:24:05.01,,2009-09-07 12:29:42.0,,"Hrönn Ólína Jörundsdóttir, Sasan Rabieh o.fl., 2009. Monitoring of the marine biosphere around Iceland 2007and 2008. Skýrsla Matís 24-09. 64 bls. ISSN 1670-7192."
1710,,C,R,Rannsóknastofnun landbúnaðarins og Rannsóknastofnun fiskiðnaðarins.,Niðurstöður efnagreininga vegna sérstaks loðdýraverkefnis,Bragi L. Ólafsson,1987-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bragi L. Ólafsson, 1987. Niðurstöður efnagreininga vegna sérstaks loðdýraverkefnis. Rannsóknastofnun landbúnaðarins og Rannsóknastofnun fiskiðnaðarins."
1245,,C,R,Tæknitíðindi nr. 48. Rannsóknastofnun fiskiðnaðarins.,Um loðnuhrogn og söfnun þeirra,Björn Dagbjartsson,1974-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Björn Dagbjartsson, 1974. Um loðnuhrogn og söfnun þeirra. Tæknitíðindi nr. 48."
1702,,C,R,"Matvælarannsóknir ríkisins, skýrsla 1, rit heilbrigðis-og tryggingamálaráðuneytisins 2/1981.",Yfirlit yfir niðurstöður gerlarannsókna á mjólk og mjólkurvörum 1976-1980,Aðalsteinn Geirsson,1981-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aðalsteinn Geirsson, 1981. Yfirlit yfir niðurstöður gerlarannsókna á mjólk og mjólkurvörum 1976-1980. Matvælarannsóknir ríkisins, skýrsla 1, rit heilbrigðis-og tryggingamálaráðuneytisins 2/1981."
1274,,C,R,Tæknitíðindi nr. 153. Rannsóknastofnun fiskiðnaðarins.,Ný aðferð við geymslu og vinnslu lifrar.,"Geir Arnesen, Ásgeir Matthíasson og Torfi Þ. Þorsteinsson",1984-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geir Arnesen, Ásgeir Matthíasson og Torfi Þ. Þorsteinsson, 1984. Ný aðferð við geymslu og vinnslu lifrar. Tæknitíðindi nr. 153."
1845,,F,WW,,Danska næringarefnatöflur á netinu: www.foodcomp.dk.,"DTU,Fødevareinstituttet",2008-01-01 00:00:00.0,,da,,,,,,,,,,,,,,,,,,,,,,,,,2010-03-28 02:12:51.0,,"DTU,Fødevareinstituttet, Danska næringarefnatöflur á netinu: www.foodcomp.dk."
1277,,C,R,Fjölrit frá Rannsóknastofnun fiskiðnaðarins og Háskóla Íslands.,Flúor í íslenskum matvælum og flúortekja úr fæði,Borghildur Sigurbergsdóttir og Alda Möller,1984-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Borghildur Sigurbergsdóttir og Alda Möller, 1984. Flúor í íslenskum matvælum og flúortekja úr fæði. Fjölrit frá Rannsóknastofnun fiskiðnaðarins og Háskóla Íslands."
1301,,O,P,Matís,Mæiniðurstöður fyrir ÍSGEM grunninn 2007 -,,2007-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,Þesara niðurstaðna hefur verið aflað sérstaklega fyrir ÍSGEM grunninn en þær eru ekki nógu viðamiklar til að fá sérstakt númer. Niðurstöðurnar eru meðal skannaðara heimilda og auðkenndar með fæðutegund og tíma.,,,2011-05-20 12:45:18.0,,Mæliniðurstöður Fyrir ÍSGEM grunninn 2007 -
1246,,C,R,Tæknitíðindi nr. 51. Rannsóknastofnun fiskiðnaðarins.,Spærlingur og nýting hans.,Össur Kristinsson og Björn Dagbjartsson,1974-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Össur Kristinsson og Björn Dagbjartsson, 1974. Spærlingur og nýting hans. Tæknitíðindi nr. 51."
1815,,F,B,"Wissenschaftliche Verlagsgesellschaft, Stuttgart.",Food composition and nutrition tables 1981/82,"Souci, S.W., W. Fachmann, H. Krout",1981-01-01 00:00:00.0,,de,,,,,,,,,,,,,,,,,,,,,,,,,,,"Souci, S.W., W. Fachmann, H. Krout, 1981. Food composition and nutrition tables 1981/82. Wissenschaftliche Verlagsgesellschaft, Stuttgart."
1279,,C,R,Tæknitíðindi nr. 159. Rannsóknastofnun fiskiðnaðarins.,Rannsóknir á sykursöltuðum þorskhrognum,Emilía Marteinsdóttir og Hannes Magnússon,1985-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Emilía Marteinsdóttir og Hannes Magnússon, 1985. Rannsóknir á sykursöltuðum þorskhrognum. Tæknitíðindi nr. 159."
1231,,C,R,Tæknitíðindi nr.12. Rannsóknastofnun fiskiðnaðarins.,Ákvarðanir á amínósýruinnihaldi og nýtanleika próteina í íslensku þorsk-og loðnumjöli.,Jónas Bjarnason,1972-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jónas Bjarnason, 1972. Ákvarðanir á amínósýruinnihaldi og nýtanleika próteina í íslensku þorsk-og loðnumjöli. Tæknitíðindi nr.12."
1109,,P,AJ,IARC Sci. Publ. 57:911-920.,N-Nitrosamines in smoked meats and their relation to diabetes,"Helgason, T., S.W.B. Ewen, B. Jaffray, J.M. Stowers, J.R. Outram, J.R.A. Pollock",1984-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,2010-09-18 11:30:38.293,,2010-09-18 11:34:29.0,,"Helgason, T., S.W.B. Ewen, B. Jaffray, J.M. Stowers, J.R. Outram, J.R.A. Pollock, 1984. N-Nitrosamines in smoked meats and their relation to diabetes. IARC Sci. Publ. 57:911-920."
1838,,F,B,Livsmedelsverket.,Livsmedelstabell. Aminosyror.,Livsmedelsverket,1996-01-01 00:00:00.0,,sv,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livsmedelsverket, 1996. Livsmedelstabell. Aminosyror. Livsmedelsverket."
1105,,D,AR,Atvinnudeild Háskóla Íslands. Skýrsla.,Skýrsla Iðnaðardeildar árin 1947-56.,Atvinnudeild Háskólans,1960-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Atvinnudeild Háskólans, 1960. Skýrsla Iðnaðardeildar árin 1947-56."
1230,,C,R,Tæknitíðindi nr. 11. Rannsóknastofnun fiskiðnaðarins.,Saltfiskrannsóknir 1972.,Björn Dagbjartsson og Geir Arnesen,1972-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Björn Dagbjartsson og Geir Arnesen, 1972. Saltfiskrannsóknir 1972. Tæknitíðindi nr. 11."
1415,,O,R,Fjölrit RALA nr. 70.,Fitusýrur í íslenskum matvælum,Jón Óttar Ragnarsson og Ólafur Reykdal,1981-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jón Óttar Ragnarsson og Ólafur Reykdal, 1981. Fitusýrur í íslenskum matvælum. Fjölrit RALA nr. 70."
1311,,C,R,Háskólinn á Akureyri. MS ritgerð.,Replacing fish oil in arctic charr diets,Bjarni Jónasson,2008-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,2010-05-05 12:49:59.0,,"Bjarni Jónasson, 2008. Replacing fish oil in arctic charr. Háskólinn á Akureyri. MS ritgerð."
1623,,L,P,,,,1990-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,Eggert Kristjánsson hf.,,,2010-03-09 04:34:37.0,,Eggert Kristjánsson hf.
1808,,F,B,Statens ernæringsråd & Statens næringsmiddeltilsyn. Universitetsforlaget. Oslo.,Den store matvaretabellen 1995,"Rimestad, A.H., B. Blaker, A-M. Flåten & A. Nordbotten",1995-01-01 00:00:00.0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rimestad, A.H., B. Blaker, A-M. Flåten & A. Nordbotten, 1995. Den store matvaretabellen 1995. Statens ernæringsråd & Statens næringsmiddeltilsyn. Universitetsforlaget. Oslo."
1600,,L,L,,,,1987-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,Næringarefnamerkingar á umbúðum.,,,2010-03-09 04:38:11.0,,Næringarefnamerkingar á umbúðum.
1418,,C,AR,Árbók landbúnaðarins 1982. Framleiðsluráð landbúnaðarins.,Rannsóknir á hangikjöti.,Guðjón Þorkelsson,1983-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guðjón Þorkelsson, 1983. Rannsóknir á hangikjöti. Árbók landbúnaðarins 1982. Framleiðsluráð landbúnaðarins."
0000,,X,X,Heimild er ekki þekkt.,,,1987-01-01 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,Aðeins notað þegar engin niðurstaða er birt.,2009-12-15 10:36:04.123,,2009-12-15 10:38:59.0,,Heimild er ekki þekkt.
1502,,ZZZ,ZZZ,,,,2011-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,2011-05-25 08:03:15.43,,2011-05-25 08:04:07.0,,"Guðjón Atli Auðunsson, óbirtar niðurstöður."
1253,,C,R,Tæknitíðindi nr. 83. Rannsóknastofnun fiskiðnaðarins.,B-vítamín í fiski og fiskafurðum,Erla Salómonsdóttir og Svana Stefánsdóttir,1976-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Erla Salómonsdóttir og Svana Stefánsdóttir, 1976. B-vítamín í fiski og fiskafurðum. Tæknitíðindi nr. 83."
1421,,O,R,"Fjölrit RALA nr. 114, fæðudeild 5. rit.",Rannsókn á íslenskri mjólk og mjólkurafurðum. Seinni hluti.,"Ólafur Reykdal, Garðar Sigurþórsson og Jón Óttar Ragnarsson",1985-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ólafur Reykdal, Garðar Sigurþórsson og Jón Óttar Ragnarsson, 1985. Rannsókn á íslenskri mjólk og mjólkurafurðum. Seinni hluti. Fjölrit RALA nr. 114, fæðudeild 5. rit."
1630,,L,P,,,,2000-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,Upplýsingar frá framleiðanda.,,,2010-03-09 04:37:43.0,,Upplýsingar frá framleiðanda.
1302,,P,AJ,European Journal of Clinical Nutrition 64: S73-S81,New nutritional data on traditional foods for European food composition databases,"Costa, H.S., E. Vasilopoulou, A. Trichopoulou, F. Finglas",2010-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-20 12:54:40.0,,"Costa, H.S., E. Vasilopoulou, A. Trichopoulou, F. Finglas, 2010. New nutritional data on traditional foods for European food composition databases. European Journal of Clinical Nutrition 64: S73-S81."
1303,,C,R,Matís 09-07. Skýrsla. 25 bls.,Harðfiskur sem heilsufæði,"Ásbjörn Jónsson, Guðrún Anna Finnbogadóttir, Guðjón Þorkelsson, Hannes Magnússon, Ólafur Reykdal, Sigurjón Arason",2007-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ásbjörn Jónsson, Guðrún Anna Finnbogadóttir, Guðjón Þorkelsson, Hannes Magnússon, Ólafur Reykdal, Sigurjón Arason, 2007. Harðfiskur sem heilsufæði. Matís 09-07. 25 bls."
1455,,O,R,Matra 02:09.,Fitusýrutöflur: Töflur yfir fitusýrur í íslenskum matvælum 1995.,Ólafur Reykdal,2002-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSFAIR-verkefnið. Niðurstöður fitusýrugreininga og fitumælinga á 100
1439,,O,P,Rannsóknastofnun landbúnaðarins,Óbirtar niðurstöður efnagreininga.,Níels Rafn Guðmundsson.,1989-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-10 08:30:34.0,,Níels Rafn Guðmundsson. Óbirtar niðurstöður efnagreininga.
1915,,C,R,"Fiskeridirektoratets skrifter, serie ernæring. 2 (6): 155-211.",,Directorate of Fisheries,1986-01-01 00:00:00.0,,da,,,,,,,,,,,,,,,,,,,,,,,,,,,"Directorate of Fisheries, 1986. Fiskeridirektoratets skrifter, serie ernæring. 2 (6): 155-211."
1844,,F,B,Cambridge: Royal Society of Cmemistry.,"McCance and Widdowson’s The Composition of Foods, 6th summary edition",Food Standards Agency,2002-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,"Food Standards Agency, 2002. McCance and Widdowson’s The Composition of Foods, 6th summary edition. Cambridge: Royal Society of Cmemistry."
1805,,F,B,"The Royal Society of Chemistry, Cambridge.","McCance and Widdowson's: The composition of foods, 5th edition","Holland, B., A.A. Welch, I.D. Unwin, D.H. Buss, A.A. Paul, D.A.T. Southgate",1991-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holland, B., A.A. Welch, I.D. Unwin, D.H. Buss, A.A. Paul, D.A.T. Southgate, 1991. McCance and Widdowson's: The composition of foods, 5th edition, The Royal Society of Chemistry, Cambridge."
1247,,C,R,Tæknitíðindi nr. 52. Rannsóknastofnun fiskiðnaðarins.,Notkun kolmunna til manneldis,"Björn Dagbjartsson,",1974-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Björn Dagbjartsson, 1974. Notkun kolmunna til manneldis. Tæknitíðindi nr. 52."
1810,,F,R,"Home Economics Research Report No. 36. Agricultural Research Service, US Department of Agriculture, Washington.","Pantothenic acid, vitamin B6 and vitamin B12 in foods.","Orr, M.L",1969-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orr, M.L., 1969. Pantothenic acid, vitamin B6 and vitamin B12 in foods. Home Economics Research Report No. 36. Agricultural Research Service, US Department of Agriculture, Washington."
1925,,P,AJ,Journal of Agricultural and Food Chemistry 34: 742-746.,"Tocopherols and tocotrienols in Finnish foods: Vegetables, fruits and berries","Piironen, V., E.L. Syväoja, P. Varo, K. Salminen, P. Koivistoinen",1986-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piironen, V., E.L. Syväoja, P. Varo, K. Salminen, P. Koivistoinen, 1986. Tocopherols and tocotrienols in Finnish foods: Vegetables, fruits and berries. Journal of Agricultural and Food Chemistry 34: 742-746."
1928,,P,AJ,Journal of The American Dietetic Association 46: 197-204.,Carbohydrates in foods.,"Hardinge, M.G., J.B. Swarner, H. Crooks",1965-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardinge, M.G., J.B. Swarner, H. Crooks, 1965. Carbohydrates in foods. Journal of The American Dietetic Association 46: 197-204."
1804,,F,B,"US Department of Agriculture, Science and Education Administration",Agricultural Handbook nr. 8: Composition of foods (1- ).,"US Department of Agriculture, Science and Education Administration",1976-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,"US Department of Agriculture, Science and Education Administration, 1976. Agricultural Handbook nr. 8: Composition of foods (1- )."
1834,,F,B,"The Royal Society of Chemistry & Ministry of Agriculture, Fisheries and Food.",Fruits and Nuts. The first Supplement to McCance and Widdowson’s The Composition of Foods (5th Edition).,"Holland, B., I.D. Unwin & D.H. Buss",1992-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holland, B., I.D. Unwin & D.H. Buss, 1992. Fruits and Nuts. The first Supplement to McCance and Widdowson’s The Composition of Foods (5th Edition). The Royal Society of Chemistry & Ministry of Agriculture, Fisheries and Food."
1261,,C,R,Tæknitíðindi nr. 112. Rannsóknastofnun fiskiðnaðarins.,Fitumælingar á síld haustin 1977 og 1978,"Emilía Marteinsdóttir, Jóhann Þorsteinsson og Sigurður Pálsson",1979-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Emilía Marteinsdóttir, Jóhann Þorsteinsson og Sigurður Pálsson, 1979. Fitumælingar á síld haustin 1977 og 1978. Tæknitíðindi nr. 112."
1143,,D,R,Raunvísindastofnun Háskóla Íslands. Skýrsla.,Matvælakönnun - Rannsókn á íslenskum pylsum.,Jóhann Þorsteinsson og Jón Óttar Ragnarsson,1973-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jóhann Þorsteinsson og Jón Óttar Ragnarsson, 1973. Matvælakönnun - Rannsókn á íslenskum pylsum. Raunvísindastofnun."
1056,,E,E,,,,1987-01-01 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,Niðurstaða fengin með útreikningum út frá uppskriftum. Gögn vantaði fyrir einstök hráefni.,,,2010-03-09 03:04:24.0,,Niðurstaða fengin með útreikningum út frá uppskriftum. Gögn vantaði fyrir einstök hráefni.
1809,,F,WW,"Nutrient Data Laboratory, USA.",http://www.nal.usda.gov/fnic/foodcomp,"Nutrient Data Laboratory, USA.",2002-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-09 05:16:17.0,,"Nutrient Data Laboratory, USA. http://www.nal.usda.gov/fnic/foodcomp"
1243,,C,R,Rannsóknastofnun fiskiðnaðarins. Skýrsla.,Ársskýrsla 1974.,Rannsóknastofnun fiskiðnaðarins,1975-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rannsóknastofnun fiskiðnaðarins, 1975. Ársskýrsla 1974."
1604,,L,P,,,,1987-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,Ölgerðin Egill Skallagrímsson.,,,2010-03-09 04:39:20.0,,Ölgerðin Egill Skallagrímsson.
1141,,C,AJ,Tímarit Verkfræðingafélags Íslands 59: 57-59.,Matvælarannsóknir og nítrít í íslenskum matvælum.,Jón Óttar Ragnarsson,1974-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jón Óttar Ragnarsson, 1974. Matvælarannsóknir og nítrít í íslenskum matvælum. Tímarit Verkfræðingafélags Íslands 59: 57-59."
1924,,P,AJ,Journal of Food Composition and Analysis 5: 146-151.,Dietary fiber content of Italian fruit and nuts,"Lintas, C., M. Cappelloni",1992-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lintas, C., M. Cappelloni, 1992. Dietary fiber content of Italian fruit and nuts. Journal of Food Composition and Analysis 5: 146-151."
1217,,C,P,Rannsóknastofnun fiskiðaðarins,Óbirt: Rannsóknir á amínósýrudreifingu í kryddsíld og kryddsíldarpækli.,Geir Arnesen og Jóhann Guðmundsson,1969-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geir Arnesen og Jóhann Guðmundsson, 1969. Rannsóknir á amínósýrudreifingu í kryddsíld og kryddsíldarpækli."
1298,,P,AJ,JAOCS 70 (11): 1081-1087.,Fatty acid composition of thirty-five Icelandic fish species,Sjöfn Sigurgísladóttir og Heiða Pálmadóttir,1993-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sjöfn Sigurgísladóttir og Heiða Pálmadóttir, 1993. Fatty acid composition of thirty-five Icelandic fish species. JAOCS 70 (11): 1081-1087."
1821,,F,B,Statens ernæringsråd. Oslo.,Fettsyreinnhold i matvarer. Vedlegg 2 til Statens ernæringsråds matvaretabell.,Landsforeningen for kosthold og helse,1988-01-01 00:00:00.0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,"Landsforeningen for kosthold og helse, 1988. Fettsyreinnhold i matvarer. Vedlegg 2 til Statens ernæringsråds matvaretabell. Oslo."
1209,,P,AJ,Deutsche Lebensmittel-Rundschau 10: 309-312.,Uber den Cholesteringehalt des Heringöles als Beurteilungserganzung bei Heringen und Heringszubereitungen.,"Wurtziger, J., G. Hensel, Björn Dagbjartsson",1967-01-01 00:00:00.0,,de,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wurtziger, J., G. Hensel, Björn Dagbjartsson, 1967. Uber den Cholesteringehalt des Heringöles als Beurteilungserganzung bei Heringen und Heringszubereitungen. Deutsche Lebensmittel-Rundschau 10: 309-312."
1429,,O,P,Rannsóknastofnun landbúnaðarins,Óbirtar niðurstöður 1980-88.,Ólafur Reykdal,1980-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-10 08:28:58.0,,Ólafur Reykdal. Óbirtar niðurstöður 1980-88.
1448,,O,AR,Starfshópur um hreinleika mjólkurafurða 1. rit: 31-38.,"Blý, kadmín og kvikasilfur í mjólk.",Ólafur Reykdal og Arngrímur Thorlacius,1993-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ólafur Reykdal og Arngrímur Thorlacius, 1993. Blý, kadmín og kvikasilfur í mjólk. Starfshópur um hreinleika mjólkurafurða 1. rit: 31-38."
1436,,O,R,"Háskóli Íslands, matvælafræðiskor og Rannsóknastofnun landbúnaðarins. Skýrsla um námsverkefni.",Mælingar á sykrum í mjólkurafurðum.,Ása Þorkelsdóttir,1988-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ása Þorkelsdóttir, 1988.Mælingar á sykrum í mjólkurafurðum. Nemendaverkefni. Háskóli Íslands og Rannsóknastofnun landbúnaðarins."
1060,,E,E,,,,1987-01-01 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,Natríum reiknað út frá niðurstöðum saltmælinga (klóríðmælinga). Aðeins notað þegar viðbætt salt er í fæðu.,,,2010-03-09 03:05:16.0,,Natríum reiknað út frá niðurstöðum saltmælinga (klóríðmælinga). Aðeins notað þegar viðbætt salt er í fæðu.
